origin,destination,distance,origin_lat,origin_lon,dest_lat,dest_lon,season,day_of_week,hour,is_weekend,is_peak_hour,user_profile,user_age,user_income,price_sensitivity,time_priority,comfort_priority,transport_type,available_train,available_bus,available_flight,base_demand,seasonal_multiplier,weather_factor,special_event,actual_price,actual_time,user_satisfaction
Genova,Cagliari,576.3727752586188,44.4056,8.9463,39.2238,9.1217,spring,4,10,False,False,budget,59,20817.35085543165,0.95,0.2,0.3,bus,False,True,False,0.8976553510603613,1.05,1.0709895894174175,0,46.99,8.12,0.674
Bologna,Palermo,729.0338004880251,44.4949,11.3426,38.1157,13.3613,autumn,0,12,False,False,leisure,37,43843.10783251644,0.8,0.4,0.6,bus,False,True,False,1.0228252661110842,0.95,0.9204076553725443,0,46.72,8.17,0.545
Milano,Brescia,80.0956664659833,45.4642,9.19,45.5416,10.2118,summer,5,19,True,True,leisure,29,39244.09203392819,0.8,0.4,0.6,bus,False,True,False,1.3835361296303403,1.25,0.9045092837733822,0,10.52,1.31,0.866
Palermo,Brescia,865.7844690882073,38.1157,13.3613,45.5416,10.2118,winter,5,16,True,False,leisure,34,42115.13503939737,0.8,0.4,0.6,bus,False,True,False,0.6635374565846559,0.85,0.8027563359475164,0,45.58,9.51,0.554
Reggio Calabria,Salerno,296.1980587882089,38.1061,15.6444,40.6824,14.7681,autumn,2,20,False,False,business,30,42922.783117918385,0.2,0.9,0.8,bus,False,True,False,0.5783846648498666,0.95,1.1173606233920308,0,20.91,4.09,0.665
Verona,Venezia,103.29133579911766,45.4384,10.9916,45.4408,12.3155,summer,6,7,True,False,business,35,53169.3005294581,0.2,0.9,0.8,train,True,True,False,2.876366123172061,1.25,1.0108498848365264,0,44.61,1.26,0.87
Bari,Venezia,605.689621601483,41.1177,16.8719,45.4408,12.3155,spring,3,6,False,False,business,31,53467.287055905224,0.2,0.9,0.8,bus,False,True,False,1.7665980668251853,1.05,0.8629343951685293,0,65.11,7.03,0.442
Palermo,Perugia,561.415289068982,38.1157,13.3613,43.1107,12.3908,winter,4,16,False,False,leisure,47,36680.02192458963,0.8,0.4,0.6,bus,False,True,False,0.5309135169530843,0.85,1.1826671631230226,0,35.39,7.91,0.632
Venezia,Perugia,259.1646081776268,45.4408,12.3155,43.1107,12.3908,autumn,4,8,False,True,budget,56,15693.345707666462,0.95,0.2,0.3,bus,False,True,False,0.927946566146645,0.95,1.0157142601370848,0,18.62,3.6,0.827
Brescia,Pisa,202.79863224408572,45.5416,10.2118,43.7228,10.4017,spring,4,13,False,False,budget,23,23785.326290359124,0.95,0.2,0.3,bus,False,True,False,0.957904294477701,1.05,1.1720028742716764,0,18.92,3.47,0.88
Milano,Pisa,216.09499076578254,45.4642,9.19,43.7228,10.4017,spring,4,18,False,True,business,70,59757.03934359194,0.2,0.9,0.8,bus,False,True,False,1.1064789428808335,1.05,0.8915964752611335,0,17.12,3.45,0.808
Bologna,Napoli,470.3508280863774,44.4949,11.3426,40.8518,14.2681,summer,2,15,False,False,budget,66,17650.62017827057,0.95,0.2,0.3,bus,False,True,False,1.7936878466075967,1.25,1.0622874002179346,0,69.09,7.34,0.559
Firenze,Reggio Calabria,729.4469658878077,43.7696,11.2558,38.1061,15.6444,spring,1,20,False,False,business,26,41369.09430020023,0.2,0.9,0.8,bus,False,True,False,0.6210053005354814,1.05,1.1223513083481753,0,53.52,10.73,0.182
Palermo,Perugia,561.415289068982,38.1157,13.3613,43.1107,12.3908,autumn,3,20,False,False,business,39,74733.60911616567,0.2,0.9,0.8,bus,False,True,False,0.7859988995307157,0.95,0.9932183596854127,0,36.1,6.65,0.443
Torino,Bologna,295.50471306375,45.0703,7.6869,44.4949,11.3426,spring,5,17,True,True,leisure,49,45025.41834815033,0.8,0.4,0.6,bus,False,True,False,1.8649157489620067,1.05,1.0693748949994062,1,60.95,5.19,0.572
Roma,Genova,400.4015602913786,41.9028,12.4964,44.4056,8.9463,winter,4,18,False,True,leisure,55,48864.18591963259,0.8,0.4,0.6,bus,False,True,False,0.7123955724309673,0.85,0.9992803990516836,0,24.11,7.11,0.689
Palermo,Bologna,729.0338004880251,38.1157,13.3613,44.4949,11.3426,winter,5,7,True,False,leisure,41,46215.86782185477,0.8,0.4,0.6,bus,False,True,False,0.8603585199563264,0.85,1.1734551193310028,0,64.53,9.99,0.44
Roma,Napoli,188.4343711022584,41.9028,12.4964,40.8518,14.2681,winter,6,21,True,False,business,41,70116.0891847573,0.2,0.9,0.8,train,True,True,False,1.191649751750868,0.85,1.1400077583935422,0,37.61,2.18,0.942
Cagliari,Salerno,507.77064634410397,39.2238,9.1217,40.6824,14.7681,spring,3,9,False,True,business,61,43383.73415265826,0.2,0.9,0.8,bus,False,True,False,0.8405280609959197,1.05,1.166438019241666,1,64.46,9.65,0.192
Salerno,Napoli,46.12887918330604,40.6824,14.7681,40.8518,14.2681,winter,3,18,False,True,leisure,66,40803.02305013557,0.8,0.4,0.6,bus,True,True,False,0.9862680585913682,0.85,0.8882741611402941,0,2.96,0.8,0.885
Reggio Calabria,Bari,350.98395092002374,38.1061,15.6444,41.1177,16.8719,autumn,2,15,False,False,leisure,68,47614.23204636966,0.8,0.4,0.6,train,True,True,False,0.8151482618444197,0.95,1.1763935754283998,0,52.96,4.25,0.763
Palermo,Perugia,561.415289068982,38.1157,13.3613,43.1107,12.3908,winter,3,10,False,False,budget,60,17162.36968345941,0.95,0.2,0.3,bus,False,True,False,0.5473794959615222,0.85,0.8628129638318589,0,23.44,6.7,0.78
Verona,Catania,945.0812031268658,45.4384,10.9916,37.5079,15.083,summer,4,16,False,False,business,35,61196.326816995825,0.2,0.9,0.8,bus,False,True,False,1.0709983655968487,1.25,0.853395567273582,1,99.71,11.24,0.065
Bari,Verona,675.975714087631,41.1177,16.8719,45.4384,10.9916,winter,0,15,False,False,business,50,62757.98022831387,0.2,0.9,0.8,bus,False,True,False,0.7042598005149806,0.85,0.9166016873121462,0,38.26,9.0,0.229
Roma,Perugia,134.59097229843186,41.9028,12.4964,43.1107,12.3908,summer,6,20,True,False,business,67,59323.72518963588,0.2,0.9,0.8,train,True,True,False,1.3627883472838054,1.25,1.1298130725063342,0,42.45,1.9,0.928
Catania,Bologna,837.6836552084434,37.5079,15.083,44.4949,11.3426,summer,1,9,False,True,budget,34,27489.572186149177,0.95,0.2,0.3,bus,False,True,False,1.5806462534343235,1.25,0.9137746846708522,0,94.79,14.46,0.427
Cagliari,Roma,412.24778877118604,39.2238,9.1217,41.9028,12.4964,winter,5,18,True,True,leisure,34,34750.08663128347,0.8,0.4,0.6,flight,False,False,True,1.4715247146103336,0.85,1.1361021505840994,1,193.45,2.99,0.18
Bari,Genova,742.6896340653865,41.1177,16.8719,44.4056,8.9463,spring,4,11,False,False,leisure,53,34110.810064788566,0.8,0.4,0.6,bus,False,True,False,1.0170552645488886,1.05,1.0829608384221094,0,68.91,8.98,0.445
Firenze,Bologna,80.94663031227816,43.7696,11.2558,44.4949,11.3426,winter,2,7,False,False,business,48,74234.16062911213,0.2,0.9,0.8,train,True,True,False,0.6796670399681554,0.85,0.8031904130753055,0,6.79,1.13,0.946
Reggio Calabria,Salerno,296.1980587882089,38.1061,15.6444,40.6824,14.7681,spring,3,6,False,False,business,45,65028.86370203413,0.2,0.9,0.8,bus,False,True,False,0.8295555867295662,1.05,1.1529831673933384,0,24.17,4.56,0.701
Bari,Roma,374.60021029824793,41.1177,16.8719,41.9028,12.4964,spring,2,12,False,False,budget,29,16310.28671689259,0.95,0.2,0.3,bus,False,True,False,1.5048805054934624,1.05,0.9743812200224522,0,35.34,4.55,0.813
Torino,Verona,261.8801224594127,45.0703,7.6869,45.4384,10.9916,summer,4,16,False,False,business,54,76044.64570484808,0.2,0.9,0.8,bus,False,True,False,1.6746741550452684,1.25,0.8075992710302479,1,33.66,3.68,0.763
Pisa,Genova,138.87451511067653,43.7228,10.4017,44.4056,8.9463,autumn,5,6,True,False,leisure,26,49883.61969949177,0.8,0.4,0.6,bus,False,True,False,1.1464840127911249,0.95,1.0105874617137223,1,16.7,1.79,0.923
Genova,Brescia,160.82407439026616,44.4056,8.9463,45.5416,10.2118,summer,4,21,False,False,leisure,51,47821.93514788363,0.8,0.4,0.6,bus,False,True,False,0.9753408264322195,1.25,1.1420780405828146,0,17.39,2.79,0.935
Bari,Verona,675.975714087631,41.1177,16.8719,45.4384,10.9916,winter,5,18,True,True,budget,59,19022.471429090605,0.95,0.2,0.3,bus,False,True,False,1.2150234399047637,0.85,1.1805789451095108,0,74.63,11.16,0.527
Catania,Torino,1042.5474671921197,37.5079,15.083,45.0703,7.6869,autumn,0,22,False,False,budget,36,29162.06973696933,0.95,0.2,0.3,bus,False,True,False,0.9722697838425484,0.95,0.9918771531858253,0,79.84,13.99,0.425
Bari,Genova,742.6896340653865,41.1177,16.8719,44.4056,8.9463,spring,0,8,False,True,business,36,53039.23048284313,0.2,0.9,0.8,bus,False,True,False,1.100880810499911,1.05,1.1932018812844243,0,85.81,13.99,0.126
Genova,Torino,123.92488645320043,44.4056,8.9463,45.0703,7.6869,spring,6,14,True,False,leisure,69,47830.82757032643,0.8,0.4,0.6,train,True,True,False,1.5187115555996094,1.05,0.9653760429549529,1,35.0,1.36,0.876
Palermo,Firenze,653.0202356768729,38.1157,13.3613,43.7696,11.2558,autumn,0,8,False,True,leisure,59,42598.030146213634,0.8,0.4,0.6,bus,False,True,False,1.53608533147881,0.95,1.02702866857237,1,91.17,9.99,0.322
Verona,Perugia,281.7710386926179,45.4384,10.9916,43.1107,12.3908,winter,1,21,False,False,leisure,29,42515.63517311388,0.8,0.4,0.6,bus,False,True,False,0.5486521014616176,0.85,1.1039092856412451,0,16.32,4.2,0.856
Napoli,Firenze,408.12561110051274,40.8518,14.2681,43.7696,11.2558,winter,0,15,False,False,leisure,33,25983.921708588212,0.8,0.4,0.6,bus,False,True,False,1.0524953873334606,0.85,0.8806619721637297,1,32.92,5.55,0.713
Pisa,Catania,795.7243573823894,43.7228,10.4017,37.5079,15.083,winter,5,17,True,True,business,43,50542.39870992541,0.2,0.9,0.8,bus,False,True,False,0.8111885101507958,0.85,0.8921133204366806,0,47.74,10.66,0.108
Palermo,Catania,165.6559438162306,38.1157,13.3613,37.5079,15.083,autumn,1,22,False,False,budget,50,27672.58259247009,0.95,0.2,0.3,bus,False,True,False,0.7420835445875648,0.95,0.8304107484893888,0,8.72,2.2,0.859
Reggio Calabria,Perugia,620.4443506941549,38.1061,15.6444,43.1107,12.3908,autumn,1,22,False,False,leisure,27,32841.83565281655,0.8,0.4,0.6,bus,False,True,False,0.75164708799802,0.95,1.129242446634558,1,56.74,8.22,0.546
Firenze,Brescia,213.63676976405085,43.7696,11.2558,45.5416,10.2118,autumn,1,7,False,False,budget,57,16587.582031047423,0.95,0.2,0.3,bus,False,True,False,0.612070180553868,0.95,0.8511169180384103,1,14.59,2.82,0.863
Palermo,Genova,790.4894382572269,38.1157,13.3613,44.4056,8.9463,autumn,0,20,False,False,leisure,20,46596.819900801944,0.8,0.4,0.6,bus,False,True,False,0.8021682243873027,0.95,0.8350341463220446,0,47.21,8.78,0.529
Verona,Palermo,837.5144249824892,45.4384,10.9916,38.1157,13.3613,spring,3,21,False,False,business,68,61665.213031041116,0.2,0.9,0.8,bus,False,True,False,1.2692876493995782,1.05,1.1850601410676669,0,102.33,13.13,0.054
Cagliari,Catania,553.5077998658201,39.2238,9.1217,37.5079,15.083,autumn,2,18,False,True,leisure,70,38850.14583545604,0.8,0.4,0.6,bus,False,True,False,0.89041034015528,0.95,1.0582684926558577,0,44.75,9.08,0.57
Milano,Salerno,698.2094152942275,45.4642,9.19,40.6824,14.7681,autumn,6,13,True,False,leisure,19,35646.071472084426,0.8,0.4,0.6,bus,False,True,False,0.7767959623187575,0.95,1.067871594056463,0,52.64,10.17,0.508
Perugia,Napoli,295.22521672262377,43.1107,12.3908,40.8518,14.2681,spring,4,16,False,False,budget,21,25399.922672742283,0.95,0.2,0.3,bus,False,True,False,1.35055545291578,1.05,0.90090744396227,0,26.55,3.35,0.863
Firenze,Catania,767.2849235657435,43.7696,11.2558,37.5079,15.083,autumn,3,9,False,True,business,26,52750.60564669481,0.2,0.9,0.8,bus,False,True,False,0.8121212876930824,0.95,1.1418528935669856,0,58.45,11.69,0.149
Venezia,Pisa,243.84268356711726,45.4408,12.3155,43.7228,10.4017,autumn,5,10,True,False,business,48,41678.359710770805,0.2,0.9,0.8,bus,False,True,False,0.9851163066028445,0.95,0.8423927989831121,0,18.93,3.57,0.72
Reggio Calabria,Catania,82.80663925047362,38.1061,15.6444,37.5079,15.083,summer,5,7,True,False,budget,39,19966.511903631377,0.95,0.2,0.3,bus,False,True,False,1.4595664669084238,1.25,1.103004495730791,0,12.27,1.39,0.885
Firenze,Brescia,213.63676976405085,43.7696,11.2558,45.5416,10.2118,summer,2,15,False,False,budget,29,21177.59518550698,0.95,0.2,0.3,bus,False,True,False,0.9958073825885461,1.25,1.0756814020931427,0,21.34,3.3,0.825
Napoli,Milano,657.5097077152005,40.8518,14.2681,45.4642,9.19,autumn,6,8,True,True,leisure,39,38117.09790291363,0.8,0.4,0.6,bus,False,True,False,1.6552974867249317,0.95,1.065925532751601,0,79.52,11.99,0.333
Verona,Salerno,611.2265733426046,45.4384,10.9916,40.6824,14.7681,spring,5,20,True,False,leisure,46,39918.28267764583,0.8,0.4,0.6,bus,False,True,False,0.9214400520610682,1.05,1.0301688811820304,1,75.2,8.32,0.402
Perugia,Venezia,259.1646081776268,43.1107,12.3908,45.4408,12.3155,summer,6,15,True,False,budget,52,25926.847404708613,0.95,0.2,0.3,bus,False,True,False,2.9000701137915423,1.25,1.1440697391070738,0,62.82,3.88,0.657
Cagliari,Roma,412.24778877118604,39.2238,9.1217,41.9028,12.4964,summer,6,11,True,False,leisure,47,26527.783333056836,0.8,0.4,0.6,flight,False,False,True,2.486227292631359,1.25,0.9521350887455903,1,302.78,3.07,0.172
Palermo,Bologna,729.0338004880251,38.1157,13.3613,44.4949,11.3426,summer,6,18,True,True,business,22,72387.47855990333,0.2,0.9,0.8,bus,False,True,False,2.336732198143492,1.25,1.0375150863635358,0,146.62,10.19,0.058
Bari,Reggio Calabria,350.98395092002374,41.1177,16.8719,38.1061,15.6444,summer,3,15,False,False,budget,25,28320.838302698467,0.95,0.2,0.3,bus,True,True,False,0.8362936103416035,1.25,1.0853474292014789,0,35.92,4.43,0.738
Perugia,Catania,663.4072845696915,43.1107,12.3908,37.5079,15.083,autumn,4,22,False,False,leisure,28,48279.981672794005,0.8,0.4,0.6,bus,False,True,False,0.7021149650087298,0.95,0.9894711028515024,0,45.19,8.92,0.562
Pisa,Verona,196.4021318534141,43.7228,10.4017,45.4384,10.9916,summer,2,18,False,True,leisure,45,25296.714307968683,0.8,0.4,0.6,bus,False,True,False,1.8520567859053108,1.25,1.1309590790220185,0,30.43,3.75,0.793
Genova,Milano,119.26364173374084,44.4056,8.9463,45.4642,9.19,autumn,1,21,False,False,business,41,56635.62599210537,0.2,0.9,0.8,train,True,True,False,1.2208106370992455,0.95,1.194151685490553,0,20.77,1.77,0.931
Salerno,Reggio Calabria,296.1980587882089,40.6824,14.7681,38.1061,15.6444,winter,0,11,False,False,business,56,62954.14435066769,0.2,0.9,0.8,bus,False,True,False,0.45777129467989186,0.85,0.9634190570321981,1,18.87,3.46,0.717
Genova,Brescia,160.82407439026616,44.4056,8.9463,45.5416,10.2118,winter,4,10,False,False,business,46,64928.393506675406,0.2,0.9,0.8,bus,False,True,False,0.45878645539932045,0.85,0.9439647494724145,1,8.98,2.41,0.857
Cagliari,Genova,576.3727752586188,39.2238,9.1217,44.4056,8.9463,summer,1,9,False,True,business,59,79087.92621155242,0.2,0.9,0.8,bus,False,True,False,1.4504306362831694,1.25,1.1009465052939436,0,82.4,8.67,0.204
Bologna,Perugia,175.3995622249466,44.4949,11.3426,43.1107,12.3908,autumn,6,21,True,False,budget,39,27208.625900287134,0.95,0.2,0.3,bus,False,True,False,0.954227788236516,0.95,0.961432920187835,1,18.69,2.64,0.854
Cagliari,Pisa,511.4869503559189,39.2238,9.1217,43.7228,10.4017,winter,4,11,False,False,business,39,46320.75980994054,0.2,0.9,0.8,bus,False,True,False,0.6479245203691678,0.85,0.9883583954953503,1,33.16,6.21,0.475
Genova,Palermo,790.4894382572269,44.4056,8.9463,38.1157,13.3613,winter,3,21,False,False,business,39,62893.532247537136,0.2,0.9,0.8,bus,False,True,False,0.7102871561139268,0.85,1.0679146882071076,0,46.5,11.96,0.18
Genova,Napoli,587.7428508695716,44.4056,8.9463,40.8518,14.2681,summer,5,21,True,False,budget,54,17199.9189334288,0.95,0.2,0.3,bus,False,True,False,2.292128339984302,1.25,0.866053865458992,0,95.41,8.64,0.432
Firenze,Roma,230.90767784182412,43.7696,11.2558,41.9028,12.4964,spring,2,20,False,False,business,61,70558.13261615598,0.2,0.9,0.8,train,True,True,False,1.5722559608682727,1.05,1.029946339759389,0,45.71,2.64,0.943
Cagliari,Roma,412.24778877118604,39.2238,9.1217,41.9028,12.4964,winter,0,14,False,False,business,25,45366.0157328068,0.2,0.9,0.8,flight,False,False,True,0.9002025636287393,0.85,1.0960217620557062,1,111.5,2.87,0.806
Bologna,Roma,303.01342339044487,44.4949,11.3426,41.9028,12.4964,spring,5,9,True,True,business,47,60438.41972777032,0.2,0.9,0.8,bus,False,True,False,2.482122555150725,1.05,0.9972503880991297,1,64.87,4.14,0.628
Milano,Pisa,216.09499076578254,45.4642,9.19,43.7228,10.4017,spring,2,6,False,False,leisure,28,31980.4834121708,0.8,0.4,0.6,bus,False,True,False,0.9251281989261905,1.05,1.1731870651514291,0,21.54,3.87,0.842
Palermo,Firenze,653.0202356768729,38.1157,13.3613,43.7696,11.2558,spring,4,11,False,False,budget,69,15494.536037470605,0.95,0.2,0.3,bus,False,True,False,1.5272696566283361,1.05,1.0556352629370405,0,72.55,9.67,0.489
Genova,Bologna,190.46438350917308,44.4056,8.9463,44.4949,11.3426,spring,1,12,False,False,leisure,63,26751.348193836984,0.8,0.4,0.6,bus,False,True,False,1.0222091481801543,1.05,1.0973859111249054,0,16.67,2.87,0.847
Genova,Bologna,190.46438350917308,44.4056,8.9463,44.4949,11.3426,summer,3,18,False,True,business,45,51600.5812403146,0.2,0.9,0.8,bus,False,True,False,1.8174248310626266,1.25,1.1580238454237262,0,28.16,3.79,0.717
Pisa,Napoli,450.53177102657014,43.7228,10.4017,40.8518,14.2681,winter,4,12,False,False,budget,23,16314.557161176352,0.95,0.2,0.3,bus,False,True,False,0.7601385640690412,0.85,1.0242383009818534,0,29.4,6.07,0.822
Salerno,Cagliari,507.77064634410397,40.6824,14.7681,39.2238,9.1217,summer,4,15,False,False,business,54,47183.78226839354,0.2,0.9,0.8,bus,False,True,False,1.0289309202407406,1.25,1.0119018173795153,0,48.42,5.86,0.529
Bari,Reggio Calabria,350.98395092002374,41.1177,16.8719,38.1061,15.6444,summer,2,22,False,False,leisure,42,34435.218847074786,0.8,0.4,0.6,train,True,True,False,0.8030599159283162,1.25,1.051420746936678,0,66.95,3.67,0.684
Bologna,Napoli,470.3508280863774,44.4949,11.3426,40.8518,14.2681,summer,4,10,False,False,business,32,65146.37877878161,0.2,0.9,0.8,bus,False,True,False,1.6574370720712062,1.25,0.933818025031049,0,55.86,5.76,0.501
Pisa,Cagliari,511.4869503559189,43.7228,10.4017,39.2238,9.1217,summer,4,14,False,False,business,63,64717.84447757179,0.2,0.9,0.8,bus,False,True,False,1.1894527921371942,1.25,1.1687128359235976,0,67.18,7.8,0.36
Brescia,Roma,444.2696356016952,45.5416,10.2118,41.9028,12.4964,spring,6,19,True,True,leisure,41,34081.67739016371,0.8,0.4,0.6,bus,False,True,False,2.45355876859519,1.05,0.9427359773415878,0,72.04,7.75,0.516
Verona,Reggio Calabria,901.6059007911867,45.4384,10.9916,38.1061,15.6444,summer,2,16,False,False,leisure,32,27458.41188621274,0.8,0.4,0.6,bus,False,True,False,0.8273456830210305,1.25,1.0045584149461984,1,105.01,11.35,0.273
Firenze,Milano,249.4643680963005,43.7696,11.2558,45.4642,9.19,summer,2,16,False,False,business,26,50508.724984530636,0.2,0.9,0.8,bus,False,True,False,1.9828539140824524,1.25,1.0306373300359013,1,51.65,3.78,0.75
Napoli,Brescia,616.2948595018123,40.8518,14.2681,45.5416,10.2118,autumn,4,22,False,False,leisure,51,49660.38463796792,0.8,0.4,0.6,bus,False,True,False,0.6052186735566089,0.95,1.02669822587296,0,40.99,7.21,0.606
Napoli,Milano,657.5097077152005,40.8518,14.2681,45.4642,9.19,winter,2,17,False,True,budget,68,25215.025057298593,0.95,0.2,0.3,bus,False,True,False,1.0921855142021037,0.85,1.196513128002449,1,73.2,12.8,0.517
Cagliari,Napoli,473.9550694617332,39.2238,9.1217,40.8518,14.2681,summer,2,10,False,False,leisure,68,37352.757831920404,0.8,0.4,0.6,bus,False,True,False,1.805859657583862,1.25,1.1833355903831546,1,106.24,7.58,0.339
Perugia,Palermo,561.415289068982,43.1107,12.3908,38.1157,13.3613,autumn,1,10,False,False,business,45,69635.59188637714,0.2,0.9,0.8,bus,False,True,False,0.9175643523454065,0.95,0.8310154205357084,0,34.93,6.86,0.412
Salerno,Genova,631.2688648162354,40.6824,14.7681,44.4056,8.9463,winter,6,18,True,True,budget,25,16305.557040258349,0.95,0.2,0.3,bus,False,True,False,0.8888006081415037,0.85,1.006969037889957,0,46.95,8.54,0.61
Roma,Catania,536.3805171300909,41.9028,12.4964,37.5079,15.083,summer,0,18,False,True,leisure,69,35741.68248075243,0.8,0.4,0.6,flight,False,False,True,1.2347072763648712,1.25,0.9084758951045907,0,175.01,2.95,0.325
Venezia,Torino,364.5875038455494,45.4408,12.3155,45.0703,7.6869,autumn,1,11,False,False,leisure,38,33761.89865262884,0.8,0.4,0.6,bus,False,True,False,0.8287819543566,0.95,1.0466646309808914,0,25.32,5.16,0.782
Pisa,Napoli,450.53177102657014,43.7228,10.4017,40.8518,14.2681,winter,4,12,False,False,business,27,40792.9059013564,0.2,0.9,0.8,bus,False,True,False,0.781547797377907,0.85,1.084303951172034,0,28.3,5.88,0.536
Torino,Verona,261.8801224594127,45.0703,7.6869,45.4384,10.9916,autumn,2,21,False,False,budget,22,15412.8479738303,0.95,0.2,0.3,bus,False,True,False,0.9263336459241607,0.95,1.1762912136325638,1,29.24,4.41,0.785
Genova,Cagliari,576.3727752586188,44.4056,8.9463,39.2238,9.1217,spring,2,8,False,True,business,35,70242.56629764265,0.2,0.9,0.8,bus,False,True,False,1.0503160650131147,1.05,1.0744286197203392,0,56.69,9.18,0.252
Napoli,Bari,220.54328328614662,40.8518,14.2681,41.1177,16.8719,spring,2,11,False,False,budget,42,17033.717032260225,0.95,0.2,0.3,bus,True,True,False,0.9332079489664151,1.05,1.1153058510598812,0,20.5,3.2,0.851
Cagliari,Catania,553.5077998658201,39.2238,9.1217,37.5079,15.083,summer,3,17,False,True,budget,30,15706.420464001114,0.95,0.2,0.3,bus,False,True,False,1.2534173653041163,1.25,0.8476411132229089,0,55.89,7.41,0.6
Pisa,Roma,264.83980051455734,43.7228,10.4017,41.9028,12.4964,spring,4,14,False,False,business,36,67669.22172053126,0.2,0.9,0.8,bus,False,True,False,1.5380155959676418,1.05,1.0539651723932737,0,31.79,3.77,0.76
Genova,Bari,742.6896340653865,44.4056,8.9463,41.1177,16.8719,winter,0,17,False,True,business,56,77006.6994473791,0.2,0.9,0.8,bus,False,True,False,0.7231301274126296,0.85,0.8356950596958865,0,35.26,10.99,0.13
Verona,Catania,945.0812031268658,45.4384,10.9916,37.5079,15.083,autumn,0,8,False,True,budget,69,16409.990486606323,0.95,0.2,0.3,bus,False,True,False,0.8474437218797103,0.95,0.9347728500628965,0,67.03,13.3,0.551
Cagliari,Bologna,614.2328335911224,39.2238,9.1217,44.4949,11.3426,winter,0,17,False,True,leisure,65,45867.703168038344,0.8,0.4,0.6,bus,False,True,False,0.8497716370493492,0.85,0.8013290453528816,1,40.78,8.99,0.597
Reggio Calabria,Salerno,296.1980587882089,38.1061,15.6444,40.6824,14.7681,spring,0,13,False,False,leisure,28,39596.39416407384,0.8,0.4,0.6,bus,False,True,False,0.8343877026492341,1.05,1.0862690014668959,0,26.54,4.15,0.847
Catania,Torino,1042.5474671921197,37.5079,15.083,45.0703,7.6869,spring,4,15,False,False,business,51,72312.5206506562,0.2,0.9,0.8,bus,False,True,False,1.001544528529203,1.05,0.8137592933669345,1,91.54,13.49,0.102
Salerno,Torino,755.136502159887,40.6824,14.7681,45.0703,7.6869,winter,3,13,False,False,budget,18,16392.396964908818,0.95,0.2,0.3,bus,False,True,False,0.6932161712080158,0.85,1.064233681718413,1,58.78,10.37,0.591
Pisa,Roma,264.83980051455734,43.7228,10.4017,41.9028,12.4964,spring,5,14,True,False,business,50,75174.7934804245,0.2,0.9,0.8,bus,False,True,False,1.8021435996585011,1.05,0.9562301952838913,1,48.68,3.52,0.7
Torino,Brescia,204.28756823184764,45.0703,7.6869,45.5416,10.2118,spring,3,14,False,False,leisure,20,29790.59117852537,0.8,0.4,0.6,bus,False,True,False,0.7360272876123076,1.05,1.0622502955182525,0,17.24,2.72,0.898
Bologna,Reggio Calabria,795.8249306427862,44.4949,11.3426,38.1061,15.6444,summer,6,18,True,True,business,69,43780.633105964196,0.2,0.9,0.8,bus,False,True,False,1.2301340843287611,1.25,1.1387324755024912,0,111.38,14.17,0.067
Roma,Catania,536.3805171300909,41.9028,12.4964,37.5079,15.083,summer,4,12,False,False,budget,25,23760.866672701195,0.95,0.2,0.3,flight,False,False,True,1.2163148239270172,1.25,0.8766319369469157,1,223.48,3.14,0.096
Pisa,Salerno,493.4766220554135,43.7228,10.4017,40.6824,14.7681,winter,5,21,True,False,business,37,61099.97814754644,0.2,0.9,0.8,bus,False,True,False,0.6204521020957714,0.85,0.9621287965539166,0,28.76,6.88,0.406
Salerno,Reggio Calabria,296.1980587882089,40.6824,14.7681,38.1061,15.6444,autumn,3,6,False,False,business,67,65896.79979800266,0.2,0.9,0.8,bus,False,True,False,0.5399945697310585,0.95,0.9807194828189261,0,17.03,4.4,0.669
Perugia,Bari,430.87804383975475,43.1107,12.3908,41.1177,16.8719,winter,6,16,True,False,budget,58,26809.309833830855,0.95,0.2,0.3,bus,False,True,False,0.8778468489656653,0.85,0.9225963714202635,0,31.68,4.8,0.838
Napoli,Bologna,470.3508280863774,40.8518,14.2681,44.4949,11.3426,summer,3,22,False,False,business,26,70298.52632611617,0.2,0.9,0.8,bus,False,True,False,1.3577521719975634,1.25,1.0193281129950427,1,70.9,5.65,0.498
Napoli,Milano,657.5097077152005,40.8518,14.2681,45.4642,9.19,autumn,4,11,False,False,leisure,38,32175.04427695235,0.8,0.4,0.6,bus,False,True,False,1.2237402405731983,0.95,0.8954972688615103,0,53.61,7.4,0.513
Firenze,Torino,318.1646173611902,43.7696,11.2558,45.0703,7.6869,spring,2,6,False,False,business,35,68643.09360838281,0.2,0.9,0.8,bus,False,True,False,1.1710088885144814,1.05,0.8909502337444676,0,28.28,4.65,0.669
Genova,Palermo,790.4894382572269,44.4056,8.9463,38.1157,13.3613,autumn,4,18,False,True,business,26,71197.22552664363,0.2,0.9,0.8,bus,False,True,False,1.1207512924292824,0.95,0.9652644355592324,0,55.73,11.56,0.177
Venezia,Verona,103.29133579911766,45.4408,12.3155,45.4384,10.9916,spring,4,10,False,False,budget,34,20713.334019402922,0.95,0.2,0.3,bus,True,True,False,1.2452575950886253,1.05,1.0820272635528516,0,10.6,1.72,0.871
Palermo,Verona,837.5144249824892,38.1157,13.3613,45.4384,10.9916,spring,2,9,False,True,budget,35,29864.7490087455,0.95,0.2,0.3,bus,False,True,False,1.4539704644585059,1.05,0.8167070768787394,1,94.98,13.75,0.353
